Climate ID,Year,Month,YearMonth,MeanMonthlyTemp_C
8100467,2013,6,2013-06,14.020000000000001
8100467,2013,7,2013-07,19.183870967741935
8100467,2013,8,2013-08,18.06451612903226
8100467,2013,9,2013-09,13.873333333333333
8100467,2013,10,2013-10,7.703225806451614
8100467,2013,11,2013-11,1.1933333333333331
8100467,2013,12,2013-12,-8.196774193548388
8100467,2014,1,2014-01,-9.587096774193547
8100467,2014,2,2014-02,-9.75
8100467,2014,3,2014-03,-8.536666666666667
8100467,2014,4,2014-04,0.9299999999999999
8100467,2014,5,2014-05,7.548387096774194
8100467,2014,6,2014-06,14.986666666666668
8100467,2014,7,2014-07,21.096774193548388
8100467,2014,8,2014-08,17.887096774193548
8100467,2014,9,2014-09,13.886666666666667
8100467,2014,10,2014-10,8.525806451612903
8100467,2014,11,2014-11,0.16333333333333339
8100467,2014,12,2014-12,-4.429032258064517
8100467,2015,1,2015-01,-11.351612903225806
8100467,2015,2,2015-02,-15.732142857142858
8100467,2015,3,2015-03,-6.444444444444445
8100467,2015,4,2015-04,-1.2230769230769232
8100467,2015,5,2015-05,9.94516129032258
8100467,2015,6,2015-06,13.76
8100467,2015,7,2015-07,17.187096774193545
8100467,2015,8,2015-08,20.187096774193545
8100467,2015,9,2015-09,15.636666666666667
8100467,2015,10,2015-10,6.916129032258064
8100467,2015,11,2015-11,2.506666666666667
8100467,2015,12,2015-12,-1.0064516129032257
8100467,2016,1,2016-01,-6.4
8100467,2016,2,2016-02,-6.458620689655173
8100467,2016,3,2016-03,-5.416129032258064
8100467,2016,4,2016-04,1.2766666666666666
8100467,2016,5,2016-05,8.94516129032258
8100467,2016,6,2016-06,14.503333333333334
8100467,2016,7,2016-07,17.822580645161292
8100467,2016,8,2016-08,18.674193548387095
8100467,2016,9,2016-09,14.51
8100467,2016,10,2016-10,9.035483870967743
8100467,2016,11,2016-11,3.6633333333333336
8100467,2016,12,2016-12,-4.906451612903226
8100467,2017,1,2017-01,-6.509677419354839
8100467,2017,2,2017-02,-7.703571428571428
8100467,2017,3,2017-03,-5.961290322580646
8100467,2017,4,2017-04,1.6266666666666665
8100467,2017,5,2017-05,8.790322580645162
8100467,2017,6,2017-06,15.386666666666667
8100467,2017,7,2017-07,18.90967741935484
8100467,2017,8,2017-08,17.783870967741933
8100467,2017,9,2017-09,14.229999999999999
8100467,2017,10,2017-10,10.360000000000001
8100467,2017,11,2017-11,0.7200000000000001
8100467,2017,12,2017-12,-6.629032258064516
8100467,2018,1,2018-01,-8.64516129032258
8100467,2018,2,2018-02,-7.996428571428572
8100467,2018,3,2018-03,-3.0677419354838706
8100467,2018,4,2018-04,0.4466666666666666
8100467,2018,5,2018-05,8.580645161290322
8100467,2018,6,2018-06,12.9
8100467,2018,7,2018-07,20.65806451612903
8100467,2018,8,2018-08,19.47741935483871
8100467,2018,9,2018-09,13.443333333333333
8100467,2018,10,2018-10,5.63
8100467,2018,11,2018-11,-0.5733333333333334
8100467,2018,12,2018-12,-6.066666666666666
8100467,2019,1,2019-01,-10.00357142857143
8100467,2019,2,2019-02,-11.1
8100467,2019,3,2019-03,-5.090322580645162
8100467,2019,4,2019-04,0.8300000000000001
8100467,2019,5,2019-05,6.877419354838709
8100467,2019,6,2019-06,13.841379310344827
8100467,2019,7,2019-07,19.16774193548387
8100467,2019,8,2019-08,18.79032258064516
8100467,2019,9,2019-09,12.486666666666668
8100467,2019,10,2019-10,8.293548387096775
8100467,2019,11,2019-11,0.33666666666666667
8100467,2019,12,2019-12,-4.496551724137931
8100467,2020,1,2020-01,-7.706451612903226
8100467,2020,2,2020-02,-8.089655172413792
8100467,2020,3,2020-03,-4.341935483870968
8100467,2020,4,2020-04,1.3566666666666667
8100467,2020,5,2020-05,9.577419354838709
8100467,2020,6,2020-06,16.166666666666668
8100467,2020,7,2020-07,18.793333333333333
8100467,2020,8,2020-08,18.951612903225808
8100467,2020,9,2020-09,13.817857142857145
